Alumno[Nombre:  Naysa Madai Estrada Reyes, Num. de Cuenta: 3250122, Edad: 18, Direccion: MARISCAL SUCRE, BAJA CALIFORNIA, BAJA CALIFORNIA,22114, Semestre: 2, Num. Inscripcion: 506],
Alumno[Nombre:  Arlena Salazar Guerrero, Num. de Cuenta: 3240123, Edad: 20, Direccion: AV FRAY SERVANDO TERESA DE MIER, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15900, Semestre: 3, Num. Inscripcion: 458],
Alumno[Nombre:  Naysa Guzman Juarez, Num. de Cuenta: 3240124, Edad: 20, Direccion: AHUIZOTL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4630, Semestre: 3, Num. Inscripcion: 340],
Alumno[Nombre:  Nagai Lopez Castro, Num. de Cuenta: 3210125, Edad: 26, Direccion: AV POLIDUCTO, AGUASCALIENTES, AGUASCALIENTES,20299, Semestre: 10, Num. Inscripcion: 305],
Alumno[Nombre:  Sante Diaz Flores, Num. de Cuenta: 3220126, Edad: 24, Direccion: ORIENTE 184, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15530, Semestre: 7, Num. Inscripcion: 233],
Alumno[Nombre:  Coco Kui Castro Hernandez, Num. de Cuenta: 3220127, Edad: 22, Direccion: AVENIDA INDEPENDENCIA, BAJA CALIFORNIA, BAJA CALIFORNIA,21350, Semestre: 7, Num. Inscripcion: 374],
Alumno[Nombre:  Vidar Rojas Munoz, Num. de Cuenta: 3250128, Edad: 18, Direccion: ARCOS DE BELEN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6070, Semestre: 1, Num. Inscripcion: 780],
Alumno[Nombre:  Urias Mendez Castillo, Num. de Cuenta: 3250129, Edad: 18, Direccion: PIRULES, MEXICO, MEXICO,53240, Semestre: 1, Num. Inscripcion: 793],
Alumno[Nombre:  Larabi Sanchez Ortiz, Num. de Cuenta: 3250130, Edad: 19, Direccion: CALLE 5, CIUDAD DE MEXICO, CIUDAD DE MEXICO,2950, Semestre: 1, Num. Inscripcion: 960],
Alumno[Nombre:  Fara Contreras Luna, Num. de Cuenta: 3230131, Edad: 22, Direccion: ORIENTE 55, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3520, Semestre: 5, Num. Inscripcion: 417],
Alumno[Nombre:  Naraya Kara Vazquez Rivera, Num. de Cuenta: 3220132, Edad: 26, Direccion: AV DE LOS MAESTROS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11350, Semestre: 8, Num. Inscripcion: 150],
Alumno[Nombre:  Aloe Castillo Ruiz, Num. de Cuenta: 3220133, Edad: 26, Direccion: RENATO LEDUC, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14050, Semestre: 7, Num. Inscripcion: 404],
Alumno[Nombre:  Naysa Rodriguez Guerrero, Num. de Cuenta: 3240134, Edad: 21, Direccion: AV SANTA ESTHER, JALISCO, JALISCO,45140, Semestre: 3, Num. Inscripcion: 181],
Alumno[Nombre:  Naraya Vazquez Martinez, Num. de Cuenta: 3220135, Edad: 25, Direccion: ARMANDO FIERRO, BAJA CALIFORNIA, BAJA CALIFORNIA,21910, Semestre: 7, Num. Inscripcion: 416],
Alumno[Nombre:  Coco Flores Bautista, Num. de Cuenta: 3210136, Edad: 25, Direccion: GENERAL PEDRO MARIA ANAYA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9740, Semestre: 10, Num. Inscripcion: 429],
Alumno[Nombre:  Haruka Guzman Mendez, Num. de Cuenta: 3240137, Edad: 22, Direccion: INSURGENTES, TAMAULIPAS, TAMAULIPAS,89730, Semestre: 4, Num. Inscripcion: 237],
Alumno[Nombre:  Naysa Mendoza Reyes, Num. de Cuenta: 3240138, Edad: 21, Direccion: GUADALAJARA, BAJA CALIFORNIA, BAJA CALIFORNIA,22117, Semestre: 3, Num. Inscripcion: 396],
Alumno[Nombre:  Coco Gonzalez Luna, Num. de Cuenta: 3210139, Edad: 24, Direccion: AVENIDA CAFETALES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4810, Semestre: 10, Num. Inscripcion: 425],
Alumno[Nombre:  Imeda Cruz Moreno, Num. de Cuenta: 3220140, Edad: 26, Direccion: ZIHUATLAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4369, Semestre: 7, Num. Inscripcion: 270],
Alumno[Nombre:  Nieva Sante Mendoza Martinez, Num. de Cuenta: 3240141, Edad: 20, Direccion: CALLE FRAY SERVANDO TERESA DE MIER, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6090, Semestre: 3, Num. Inscripcion: 310],
Alumno[Nombre:  Elber Lopez Medina, Num. de Cuenta: 3250142, Edad: 18, Direccion: OBRERO MUNDIAL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3010, Semestre: 2, Num. Inscripcion: 129],
Alumno[Nombre:  Levin Herrera Cruz, Num. de Cuenta: 3250143, Edad: 19, Direccion: CALLE DEL HOSPITAL, BAJA CALIFORNIA, BAJA CALIFORNIA,21000, Semestre: 2, Num. Inscripcion: 198],
Alumno[Nombre:  Levin Velazquez Gonzalez, Num. de Cuenta: 3210144, Edad: 25, Direccion: NICOLAS LEON, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15900, Semestre: 10, Num. Inscripcion: 165],
Alumno[Nombre:  Nieva Medina Santiago, Num. de Cuenta: 3220145, Edad: 25, Direccion: AVEPLAN DE AYALA, BAJA CALIFORNIA, BAJA CALIFORNIA,22245, Semestre: 7, Num. Inscripcion: 366],
Alumno[Nombre:  Arlena Hernandez Juarez, Num. de Cuenta: 3220146, Edad: 25, Direccion: BALDERAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6040, Semestre: 8, Num. Inscripcion: 319],
Alumno[Nombre: Ananda Anhara Hernandez Ortiz, Num. de Cuenta: 3220147, Edad: 27, Direccion: LUIS DONALDO COLOSIO, AGUASCALIENTES, AGUASCALIENTES,20115, Semestre: 8, Num. Inscripcion: 203],
Alumno[Nombre:  Elaya Ortega Torres, Num. de Cuenta: 3220148, Edad: 26, Direccion: JOSE DE JESUS CONTRERAS, AGUASCALIENTES, AGUASCALIENTES,20078, Semestre: 7, Num. Inscripcion: 409],
Alumno[Nombre:  Maela Kui Perez Rivera, Num. de Cuenta: 3240149, Edad: 21, Direccion: ALEJANDRO DE RODAS, NUEVO LEON, NUEVO LEON,64346, Semestre: 3, Num. Inscripcion: 418],
Alumno[Nombre:  Loira Aguilar Ortiz, Num. de Cuenta: 3240150, Edad: 20, Direccion: BENJAMIN HILL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6100, Semestre: 4, Num. Inscripcion: 228],
Alumno[Nombre:  Elaya Madai De la Cruz Torres, Num. de Cuenta: 3240151, Edad: 20, Direccion: CARRETERA ESTATAL NO 3, BAJA CALIFORNIA, BAJA CALIFORNIA,21820, Semestre: 3, Num. Inscripcion: 450],
Alumno[Nombre:  Urias Gonzalez Torres, Num. de Cuenta: 3220152, Edad: 27, Direccion: ESCUADRON TRUJANO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9530, Semestre: 7, Num. Inscripcion: 300],
Alumno[Nombre:  Xue Naysa Santiago Diaz, Num. de Cuenta: 3220153, Edad: 24, Direccion: AV DEL VALLE, AGUASCALIENTES, AGUASCALIENTES,20326, Semestre: 8, Num. Inscripcion: 305],
Alumno[Nombre:  Urias Arlena De la Cruz Rojas, Num. de Cuenta: 3240154, Edad: 21, Direccion: AV ESCUINAPA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4369, Semestre: 3, Num. Inscripcion: 567],
Alumno[Nombre: Ananda Morales Gutierrez, Num. de Cuenta: 3250155, Edad: 19, Direccion: AV 20 DE NOVIEMBRE, BAJA CALIFORNIA, BAJA CALIFORNIA,22056, Semestre: 2, Num. Inscripcion: 642],
Alumno[Nombre:  Nagai Sante Lopez Vazquez, Num. de Cuenta: 3210156, Edad: 24, Direccion: ADOLFO LOPEZ MATEOS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15670, Semestre: 9, Num. Inscripcion: 366],
Alumno[Nombre:  Nagai Alane Reyes Rivera, Num. de Cuenta: 3240157, Edad: 22, Direccion: BLVD GARCIA, BAJA CALIFORNIA, BAJA CALIFORNIA,22165, Semestre: 4, Num. Inscripcion: 467],
Alumno[Nombre: Ananda Ortega Diaz, Num. de Cuenta: 3210158, Edad: 27, Direccion: SASSO FERRATO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1460, Semestre: 9, Num. Inscripcion: 323],
Alumno[Nombre:  Junio Mendez Castillo, Num. de Cuenta: 3220159, Edad: 25, Direccion: AVE BALCONES, BAJA CALIFORNIA, BAJA CALIFORNIA,22116, Semestre: 7, Num. Inscripcion: 375],
Alumno[Nombre:  Sensen Gomez Lopez, Num. de Cuenta: 3210160, Edad: 25, Direccion: AV MORELOS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15830, Semestre: 10, Num. Inscripcion: 323],
Alumno[Nombre:  Kara Numa Ramos Luna, Num. de Cuenta: 3220161, Edad: 24, Direccion: ESCUADRON 201, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1160, Semestre: 7, Num. Inscripcion: 346],
Alumno[Nombre:  Imeda Cruz Sanchez, Num. de Cuenta: 3250162, Edad: 18, Direccion: LONDRES, COAHUILA, COAHUILA,25748, Semestre: 1, Num. Inscripcion: 898],
Alumno[Nombre:  Sante Castillo Ramos, Num. de Cuenta: 3230163, Edad: 23, Direccion: CARRETERA CIENEGA  LORETO, AGUASCALIENTES, AGUASCALIENTES,20722, Semestre: 6, Num. Inscripcion: 209],
Alumno[Nombre:  Vidar Lopez Perez, Num. de Cuenta: 3210164, Edad: 25, Direccion: MANUEL ANCIRA GARZA, NUEVO LEON, NUEVO LEON,65240, Semestre: 9, Num. Inscripcion: 191],
Alumno[Nombre:  Elimar Kalani Dominguez Luna, Num. de Cuenta: 3220165, Edad: 24, Direccion: AHORRO POSTAL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3410, Semestre: 7, Num. Inscripcion: 244],
Alumno[Nombre:  Ismain Castillo Perez, Num. de Cuenta: 3220166, Edad: 27, Direccion: CHICAGO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3810, Semestre: 7, Num. Inscripcion: 170],
Alumno[Nombre:  Madai Martinez Rivera, Num. de Cuenta: 3220167, Edad: 22, Direccion: AV JOSE VASCONCELOS, NUEVO LEON, NUEVO LEON,66200, Semestre: 7, Num. Inscripcion: 503],
Alumno[Nombre:  Junio Kui Hernandez Aguilar, Num. de Cuenta: 3240168, Edad: 19, Direccion: NORTE 79 A, CIUDAD DE MEXICO, CIUDAD DE MEXICO,2060, Semestre: 3, Num. Inscripcion: 304],
Alumno[Nombre:  Daler Castillo Morales, Num. de Cuenta: 3240169, Edad: 19, Direccion: ESCUELA MEDICO MILITAR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6090, Semestre: 3, Num. Inscripcion: 284],
Alumno[Nombre:  Tabara Contreras Jimenez, Num. de Cuenta: 3210170, Edad: 25, Direccion: BLVD JOSE VASCONCELOS, SINALOA, SINALOA,80247, Semestre: 9, Num. Inscripcion: 396],
Alumno[Nombre:  Ismain Gomez Perez, Num. de Cuenta: 3220171, Edad: 25, Direccion: ZIHUATLAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4369, Semestre: 7, Num. Inscripcion: 463],
Alumno[Nombre:  Kui Dominguez Romero, Num. de Cuenta: 3220172, Edad: 26, Direccion: AV MICHOACAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9220, Semestre: 8, Num. Inscripcion: 190],
Alumno[Nombre:  Elimar Levin Moreno Cruz, Num. de Cuenta: 3210173, Edad: 26, Direccion: CARRILLO PUERTO, BAJA CALIFORNIA, BAJA CALIFORNIA,22000, Semestre: 10, Num. Inscripcion: 492],
Alumno[Nombre:  Alane Torres Medina, Num. de Cuenta: 3220174, Edad: 24, Direccion: LAGO ALBERTO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11320, Semestre: 7, Num. Inscripcion: 389],
Alumno[Nombre:  Numa Salazar Santiago, Num. de Cuenta: 3220175, Edad: 24, Direccion: CARRETERA ESTANISLAO RAMIREZ RUIZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,13430, Semestre: 7, Num. Inscripcion: 368],
Alumno[Nombre:  Nagai Dominguez Contreras, Num. de Cuenta: 3220176, Edad: 25, Direccion: VIOLETA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6300, Semestre: 7, Num. Inscripcion: 217],
Alumno[Nombre:  Levin Sensen Perez Munoz, Num. de Cuenta: 3250177, Edad: 19, Direccion: PERIFERICO SUR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14080, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Nieva Levin Gonzalez Castro, Num. de Cuenta: 3210178, Edad: 25, Direccion: MAR MUERTO, BAJA CALIFORNIA, BAJA CALIFORNIA,21060, Semestre: 10, Num. Inscripcion: 255],
Alumno[Nombre:  Elimar Velazquez Herrera, Num. de Cuenta: 3230179, Edad: 23, Direccion: ITURBIDE, TAMAULIPAS, TAMAULIPAS,88170, Semestre: 5, Num. Inscripcion: 436],
Alumno[Nombre:  Elber Idelia Martinez Mendez, Num. de Cuenta: 3240180, Edad: 21, Direccion: NICOLAS LEON, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15900, Semestre: 4, Num. Inscripcion: 267],
Alumno[Nombre:  Tonino Moreno Perez, Num. de Cuenta: 3220181, Edad: 24, Direccion: EL FLORIDO (VALLE REDONDO), BAJA CALIFORNIA, BAJA CALIFORNIA,21447, Semestre: 8, Num. Inscripcion: 173],
Alumno[Nombre:  Nieva Torres Ortiz, Num. de Cuenta: 3240182, Edad: 20, Direccion: CALLE 16 DE SPETIEMBRE,"	MEXICO", MEXICO,"	55690", Semestre: 4, Num. Inscripcion: 552],
Alumno[Nombre:  Elimar Munoz Jimenez, Num. de Cuenta: 3240183, Edad: 18, Direccion: AVENIDA ZACATECANA, BAJA CALIFORNIA, BAJA CALIFORNIA,21090, Semestre: 3, Num. Inscripcion: 243],
Alumno[Nombre:  Anhara Bautista Flores, Num. de Cuenta: 3220184, Edad: 25, Direccion: SALAMANCA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4410, Semestre: 8, Num. Inscripcion: 313],
Alumno[Nombre:  Nieva Chavez Mendoza, Num. de Cuenta: 3240185, Edad: 20, Direccion: GUADALUPE VICTORIA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9219, Semestre: 4, Num. Inscripcion: 404],
Alumno[Nombre:  Elimar Ramirez Gonzalez, Num. de Cuenta: 3250186, Edad: 20, Direccion: ANTONIO ANCONA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,5008, Semestre: 2, Num. Inscripcion: 367],
Alumno[Nombre:  Elaya Hernandez Dominguez, Num. de Cuenta: 3230187, Edad: 20, Direccion: AVENIDA ANTONIO DE MENDOZA, BAJA CALIFORNIA, BAJA CALIFORNIA,21240, Semestre: 5, Num. Inscripcion: 436],
Alumno[Nombre:  Aral Cleta De la Cruz Ortega, Num. de Cuenta: 3230188, Edad: 22, Direccion: RIO CHURUBUSCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15740, Semestre: 6, Num. Inscripcion: 380],
Alumno[Nombre:  Kalani Contreras Rojas, Num. de Cuenta: 3240189, Edad: 20, Direccion: TIMOTEO MENDOZA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14100, Semestre: 4, Num. Inscripcion: 255],
Alumno[Nombre:  Elaya Gutierrez Ortega, Num. de Cuenta: 3240190, Edad: 20, Direccion: PROLONGACION DIVISION DEL NORTE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14310, Semestre: 3, Num. Inscripcion: 374],
Alumno[Nombre:  Urias Ramirez Santiago, Num. de Cuenta: 3230191, Edad: 23, Direccion: ERMITA, BAJA CALIFORNIA, BAJA CALIFORNIA,22105, Semestre: 6, Num. Inscripcion: 265],
Alumno[Nombre:  Urias Martinez Ortiz, Num. de Cuenta: 3250192, Edad: 19, Direccion: LEYES DE REFORMA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9040, Semestre: 1, Num. Inscripcion: 822],
Alumno[Nombre:  Kara Romero Ruiz, Num. de Cuenta: 3220193, Edad: 26, Direccion: CALZADA DE TLALPAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3590, Semestre: 7, Num. Inscripcion: 404],
Alumno[Nombre: Ananda Contreras Sanchez, Num. de Cuenta: 3250194, Edad: 19, Direccion: CHURUBUSCO, BAJA CALIFORNIA, BAJA CALIFORNIA,21290, Semestre: 2, Num. Inscripcion: 505],
Alumno[Nombre:  Urias Nieva Rivera Morales, Num. de Cuenta: 3240195, Edad: 21, Direccion: AVIACION CIVIL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15540, Semestre: 3, Num. Inscripcion: 455],
Alumno[Nombre:  Xue Aguilar Alvarez, Num. de Cuenta: 3210196, Edad: 25, Direccion: NORTE 79 A, CIUDAD DE MEXICO, CIUDAD DE MEXICO,2060, Semestre: 10, Num. Inscripcion: 281],
Alumno[Nombre:  Kalani Alvarez Mendoza, Num. de Cuenta: 3210197, Edad: 26, Direccion: CENTENARIO, COAHUILA, COAHUILA,25640, Semestre: 9, Num. Inscripcion: 201],
Alumno[Nombre:  Xue Perez Rivera, Num. de Cuenta: 3220198, Edad: 26, Direccion: BLVD SOLIDARIDAD, AGUASCALIENTES, AGUASCALIENTES,20928, Semestre: 8, Num. Inscripcion: 445],
Alumno[Nombre:  Sante Numa Jimenez Chavez, Num. de Cuenta: 3220199, Edad: 26, Direccion: AV 5 DE FEBRERO, MEXICO, MEXICO,56900, Semestre: 8, Num. Inscripcion: 270],
Alumno[Nombre:  Numa Gomez Rivera, Num. de Cuenta: 3230200, Edad: 20, Direccion: CARRETERA AL DORADO, SINALOA, SINALOA,80398, Semestre: 5, Num. Inscripcion: 202],
Alumno[Nombre:  Junio Martinez Morales, Num. de Cuenta: 3220201, Edad: 26, Direccion: PASEOS DE AMARILLAS, AGUASCALIENTES, AGUASCALIENTES,20924, Semestre: 7, Num. Inscripcion: 205],
Alumno[Nombre:  Veda Gutierrez Rivera, Num. de Cuenta: 3240202, Edad: 22, Direccion: MILAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6600, Semestre: 4, Num. Inscripcion: 113],
Alumno[Nombre:  Numa Santiago Guerrero, Num. de Cuenta: 3250203, Edad: 18, Direccion: BENITO JUAREZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,13300, Semestre: 1, Num. Inscripcion: 768],
Alumno[Nombre:  Vidar Salazar Castro, Num. de Cuenta: 3250204, Edad: 18, Direccion: MARGARITA MAZA DE JUAREZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7700, Semestre: 2, Num. Inscripcion: 478],
Alumno[Nombre:  Naysa Martinez Rojas, Num. de Cuenta: 3240205, Edad: 21, Direccion: BLVD GARCIA, BAJA CALIFORNIA, BAJA CALIFORNIA,22165, Semestre: 4, Num. Inscripcion: 255],
Alumno[Nombre:  Aloe Velazquez Velazquez, Num. de Cuenta: 3210206, Edad: 25, Direccion: CIRCUITO AGS NORTE, AGUASCALIENTES, AGUASCALIENTES,20358, Semestre: 10, Num. Inscripcion: 331],
Alumno[Nombre:  Ismain Cleta Munoz Jimenez, Num. de Cuenta: 3230207, Edad: 23, Direccion: CALZADA CAMINO A NATIVITAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,16090, Semestre: 6, Num. Inscripcion: 376],
Alumno[Nombre:  Eloa Luna Velazquez, Num. de Cuenta: 3240208, Edad: 19, Direccion: MANUEL DUBLAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11870, Semestre: 3, Num. Inscripcion: 372],
Alumno[Nombre:  Sante Gutierrez Velazquez, Num. de Cuenta: 3230209, Edad: 22, Direccion: TERCER ANILLO DE CIRCUNVALACION, LOTE 5, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7580, Semestre: 6, Num. Inscripcion: 382]
Alumno[Nombre:  Veda Ramos Rojas, Num. de Cuenta: 3210210, Edad: 24, Direccion: AV SAN BERNABE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,10020, Semestre: 9, Num. Inscripcion: 336],
Alumno[Nombre:  Elber Loira Juarez Moreno, Num. de Cuenta: 3220211, Edad: 27, Direccion: SANTA ELENA, COAHUILA, COAHUILA,26284, Semestre: 8, Num. Inscripcion: 335],
Alumno[Nombre:  Coco Salazar Guerrero, Num. de Cuenta: 3240212, Edad: 20, Direccion: ORIENTE 55, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3520, Semestre: 4, Num. Inscripcion: 253],
Alumno[Nombre:  Nagai Garcia Hernandez, Num. de Cuenta: 3250213, Edad: 19, Direccion: AVENIDA 5 DE MAYO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1600, Semestre: 1, Num. Inscripcion: 915],
Alumno[Nombre:  Kara Loira Velazquez Chavez, Num. de Cuenta: 3240214, Edad: 21, Direccion: CALZADA CAMINO A NATIVITAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,16090, Semestre: 4, Num. Inscripcion: 302],
Alumno[Nombre:  Aloe Naraya Ortiz Castro, Num. de Cuenta: 3220215, Edad: 26, Direccion: BLVD MIGUEL DE LA MADRID, AGUASCALIENTES, AGUASCALIENTES,20920, Semestre: 8, Num. Inscripcion: 535],
Alumno[Nombre:  Urias Gutierrez Gutierrez, Num. de Cuenta: 3230216, Edad: 20, Direccion: PROL 16 DE SEP, CIUDAD DE MEXICO, CIUDAD DE MEXICO,5370, Semestre: 5, Num. Inscripcion: 176],
Alumno[Nombre:  Cleta Romero Flores, Num. de Cuenta: 3230217, Edad: 21, Direccion: AV MANUEL GOMEZ MORIN, AGUASCALIENTES, AGUASCALIENTES,20259, Semestre: 5, Num. Inscripcion: 391],
Alumno[Nombre:  Cleta Mendez Moreno, Num. de Cuenta: 3220218, Edad: 23, Direccion: CARLOS LAZO S/N, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11870, Semestre: 7, Num. Inscripcion: 425],
Alumno[Nombre:  Daler Alane Hernandez Moreno, Num. de Cuenta: 3240219, Edad: 18, Direccion: INTERSECCION DE LAS CALLES BRAHMS DELIBES INSURGENTES NORTE S/N, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7790, Semestre: 3, Num. Inscripcion: 256],
Alumno[Nombre:  Eloa Diaz Jimenez, Num. de Cuenta: 3240220, Edad: 21, Direccion: AVENIDA ZACATECANA, BAJA CALIFORNIA, BAJA CALIFORNIA,21090, Semestre: 3, Num. Inscripcion: 488],
Alumno[Nombre:  Vidar Estrada Morales, Num. de Cuenta: 3250221, Edad: 18, Direccion: CALZADA DE TLALPAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3500, Semestre: 1, Num. Inscripcion: 600],
Alumno[Nombre:  UriasAitara Castillo Vazquez, Num. de Cuenta: 3230222, Edad: 22, Direccion: ANCONITANOS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1160, Semestre: 5, Num. Inscripcion: 183],
Alumno[Nombre:  Idelia Naysa De la Cruz Ruiz, Num. de Cuenta: 3240223, Edad: 21, Direccion: XOCHIPILLI, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9828, Semestre: 4, Num. Inscripcion: 460],
Alumno[Nombre:  Elaya Garcia Gomez, Num. de Cuenta: 3220224, Edad: 27, Direccion: CARRETERA FEDERAL MEXICO TUXPAN, VERACRUZ, VERACRUZ,92929, Semestre: 7, Num. Inscripcion: 418],
Alumno[Nombre:  Larabi Morales Ortega, Num. de Cuenta: 3210225, Edad: 24, Direccion: ANDRES MOLINA ENRIQUEZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9440, Semestre: 9, Num. Inscripcion: 195],
Alumno[Nombre:  Anhara Anatol Ramos Rojas, Num. de Cuenta: 3220226, Edad: 27, Direccion: AV DE LOS MAESTROS, AGUASCALIENTES, AGUASCALIENTES,20210, Semestre: 8, Num. Inscripcion: 440],
Alumno[Nombre: Ananda Sensen Santiago Salazar, Num. de Cuenta: 3230227, Edad: 23, Direccion: CALZADA DE TLALPAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4980, Semestre: 5, Num. Inscripcion: 300],
Alumno[Nombre:  Elber Guerrero Salazar, Num. de Cuenta: 3220228, Edad: 27, Direccion: AV BENEDICTO XVI, AGUASCALIENTES, AGUASCALIENTES,20342, Semestre: 8, Num. Inscripcion: 350],
Alumno[Nombre:  Nagai Dominguez Mendoza, Num. de Cuenta: 3220229, Edad: 24, Direccion: CALLE CORAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4300, Semestre: 7, Num. Inscripcion: 327],
Alumno[Nombre: Aitara Elimar Gonzalez Torres, Num. de Cuenta: 3230230, Edad: 23, Direccion: UBICADO EN LA ESTACION COLEGIO MILITAR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6400, Semestre: 5, Num. Inscripcion: 169],
Alumno[Nombre:  Larabi Mamen Cruz Alvarez, Num. de Cuenta: 3240231, Edad: 20, Direccion: BELLOTA, COAHUILA, COAHUILA,27989, Semestre: 3, Num. Inscripcion: 564],
Alumno[Nombre:  Elaya Santiago Garcia, Num. de Cuenta: 3210232, Edad: 26, Direccion: BLVD DEL TEMOLUCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7970, Semestre: 10, Num. Inscripcion: 217],
Alumno[Nombre:  Cleta Romero Cruz, Num. de Cuenta: 3220233, Edad: 26, Direccion: ANCONITANOS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1160, Semestre: 8, Num. Inscripcion: 322],
Alumno[Nombre:  Naraya Rodriguez Reyes, Num. de Cuenta: 3210234, Edad: 24, Direccion: JOSE MARIA ESCRIVA DE BALAGUER, AGUASCALIENTES, AGUASCALIENTES,20296, Semestre: 9, Num. Inscripcion: 250],
Alumno[Nombre:  Sante Luna Gutierrez, Num. de Cuenta: 3250235, Edad: 18, Direccion: ORIENTE 85, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7890, Semestre: 2, Num. Inscripcion: 505],
Alumno[Nombre:  Loira Martinez Rodriguez, Num. de Cuenta: 3210236, Edad: 25, Direccion: CALLE CUARTA, BAJA CALIFORNIA, BAJA CALIFORNIA,21255, Semestre: 10, Num. Inscripcion: 277],
Alumno[Nombre:  Daler Guzman Guzman, Num. de Cuenta: 3220237, Edad: 26, Direccion: CALLE COVELO, BAJA CALIFORNIA, BAJA CALIFORNIA,21323, Semestre: 8, Num. Inscripcion: 451],
Alumno[Nombre:  Lartaun Ruiz Medina, Num. de Cuenta: 3240238, Edad: 18, Direccion: BLVD AEROPUERTO KM 2+200, AGUASCALIENTES, AGUASCALIENTES,20340, Semestre: 3, Num. Inscripcion: 296],
Alumno[Nombre:  Elber Rojas Santiago, Num. de Cuenta: 3250239, Edad: 21, Direccion: CAMINO VIEJO A SAN PEDRO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14630, Semestre: 2, Num. Inscripcion: 380],
Alumno[Nombre: Aitara Junio Lopez Velazquez, Num. de Cuenta: 3220240, Edad: 26, Direccion: CAFETAL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8400, Semestre: 8, Num. Inscripcion: 126],
Alumno[Nombre:  Daler Santiago Rojas, Num. de Cuenta: 3220241, Edad: 25, Direccion: LAGO GINEBRA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11470, Semestre: 8, Num. Inscripcion: 192],
Alumno[Nombre:  Alane Vazquez Ramos, Num. de Cuenta: 3230242, Edad: 20, Direccion: AV OSA MAYOR, TABASCO, TABASCO,86283, Semestre: 5, Num. Inscripcion: 221],
